NAME,ADDRESS,CITY,STATE,ZIP,API ADDRESS,LAT,LONG,COUNTY,PHONE,MED/SURG BEDS
MARTIN COUNTY HOSPITAL DISTRICT,600 EAST I 20,STANTON,TX,79782,"I-20 I 20, Stanton, TX 79782",32.124368,-101.821413,MARTIN,4326073204,18
MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,BAY CITY,TX,77414,"104 7th St, Bay City, TX 77414",28.980333,-95.991914,MATAGORDA,9792456383,30
MAYHILL HOSPITAL,2809 MAYHILL ROAD SOUTH,DENTON,TX,76208,"2809 S Mayhill Rd, Denton, TX 76208",33.175799,-97.087153,DENTON,9402393000,4
MCCAMEY HOSPITAL,2500 HIGHWAY 305 SOUTH,MCCAMEY,TX,79752,"Mc Camey, TX 79752",31.16157,-102.107279,UPTON,4326528626,14
MEDICAL ARTS HOSPITAL,2200 NORTH BRYAN AVENUE,LAMESA,TX,79331,"2200 N Bryan Ave, Lamesa, TX 79331",32.749334,-101.967595,DAWSON,8068722183,21
MEDICAL CENTER HOSPITAL,500 W 4TH ST,ODESSA,TX,79761,"500 W 4th St, Odessa, TX 79761",31.845373,-102.373391,ECTOR,4326402413,277
MEDICAL CITY ALLIANCE,3101 N TARRANT PKWY,FORT WORTH,TX,76177,"3101 N Tarrant Pkwy, Fort Worth, TX 76177",32.89983,-97.313977,TARRANT,8176391100,56
MEDICAL CITY ARLINGTON,3301 MATLOCK RD,ARLINGTON,TX,76015,"3301 Matlock Rd, Arlington, TX 76015",32.690201,-97.113928,TARRANT,8174653241,254
MEDICAL CITY DALLAS HOSPITAL,7777 FOREST LN,DALLAS,TX,75230,"7777 Forest Ln, Dallas, TX 75230",32.911775,-96.773229,DALLAS,9725666000,445
MEDICAL CITY DENTON,3535 SOUTH I-35 EAST,DENTON,TX,76210,"3535 S I-35 E I 35, Denton, TX 76210",33.176683,-97.092588,DENTON,9403843535,179
MEDICAL CITY FORT WORTH,900 EIGHTH AVENUE,FORT WORTH,TX,76104,"900 8th Ave, Fort Worth, TX 76104",32.735903,-97.345153,TARRANT,8173362100,262
MEDICAL CITY FRISCO A MEDICAL CENTER OF PLANO FACILITY,5500 FRISCO SQUARE BLVD,FRISCO,TX,75034,"5500 Frisco Square Blvd, Frisco, TX 75034",33.150894,-96.838944,COLLIN,2146180500,50
MEDICAL CITY HEART & SPINE HOSPITALS,11970 NORTH CENTRAL EXPRESSWAY,DALLAS,TX,75243,"11970 N Central Expy, Dallas, TX 75243",32.911715,-96.766786,DALLAS,9725666217,72
MEDICAL CITY LAS COLINAS,6800 N MACARTHUR BLVD,IRVING,TX,75039,"6800 N Macarthur Blvd, Irving, TX 75039",32.902163,-96.957303,DALLAS,9729692000,52
MEDICAL CITY LEWISVILLE,500 W MAIN ST,LEWISVILLE,TX,75057,"500 W Main St, Lewisville, TX 75057",33.044381,-97.004532,DENTON,4693702707,104
MEDICAL CITY MCKINNEY,4500 MEDICAL CENTER DR,MCKINNEY,TX,75069,"4500 Medical Center Dr, McKinney, TX 75069",33.159641,-96.636911,COLLIN,9725478001,149
MEDICAL CITY NORTH HILLS,4401 BOOTH CALLOWAY ROAD,NORTH RICHLAND HILLS,TX,76180,"4401 Booth Calloway Rd, North Richland Hills, TX 76180",32.829318,-97.214001,TARRANT,8172551000,124
MEDICAL CITY PLANO,3901 W 15TH ST,PLANO,TX,75075,"3901 W 15th St, Plano, TX 75075",33.021675,-96.766206,COLLIN,9725191101,393
MEDICAL CITY WEATHERFORD,713 E ANDERSON ST,WEATHERFORD,TX,76086,"713 E Anderson St, Weatherford, TX 76086",32.748269,-97.785737,PARKER,6825821000,61
MEDINA REGIONAL HOSPITAL,3100 AVENUE E,HONDO,TX,78861,"3100 Ave E, Hondo, TX 78861",29.335205,-99.133549,MEDINA,8304267838,21
MEMORIAL HERMANN - TEXAS MEDICAL CENTER,6411 FANNIN,HOUSTON,TX,77030,"6411 Fannin St, Houston, TX 77030",29.714052,-95.396173,HARRIS,7137044000,403
MEMORIAL HERMANN | ROCKETS ORTHOPEDIC HOSPITAL,5410 WEST LOOP SOUTH,BELLAIRE,TX,77401,"5410 W Loop S, Bellaire, TX 77401",29.724474,-95.461153,HARRIS,7133144444,64
MEMORIAL HERMANN CYPRESS HOSPITAL,27800 NORTHWEST FREEWAY,CYPRESS,TX,77433,"27700 Northwest Fwy, Cypress, TX 77433",29.986183,-95.731952,HARRIS,3462314000,20
MEMORIAL HERMANN GREATER HEIGHTS HOSPITAL,1635 NORTH LOOP WEST,HOUSTON,TX,77008,"1635 N Loop W, Houston, TX 77008",29.810888,-95.43067,HARRIS,7138672000,169
MEMORIAL HERMANN KATY HOSPITAL,23900 KATY FREEWAY,KATY,TX,77494,"23900 Katy Fwy, Katy, TX 77494",29.787086,-95.786189,HARRIS,2816447000,86
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,921 GESSNER ROAD,HOUSTON,TX,77024,"921 Gessner Rd, Houston, TX 77024",29.781137,-95.545763,HARRIS,7139323000,304
MEMORIAL HERMANN NORTHEAST HOSPITAL,18951 MEMORIAL NORTH,HUMBLE,TX,77338,"18951 Memorial Blvd, Humble, TX 77338",29.994309,-95.273599,HARRIS,2815407700,133
MEMORIAL HERMANN PEARLAND HOSPITAL,16100 SOUTH FREEWAY,PEARLAND,TX,77584,"16100 South Fwy, Pearland, TX 77584",29.563684,-95.388809,BRAZORIA,7134136580,54
MEMORIAL HERMANN SOUTHEAST HOSPITAL,11800 ASTORIA BOULEVARD,HOUSTON,TX,77089,"11800 Astoria Blvd, Houston, TX 77089",29.58251,-95.207263,HARRIS,2819296100,234
MEMORIAL HERMANN SOUTHWEST HOSPITAL,7600 BEECHNUT,HOUSTON,TX,77074,"7600 Beechnut St, Houston, TX 77074",29.692477,-95.521494,HARRIS,7134565000,392
MEMORIAL HERMANN SPECIALTY HOSPITAL KINGWOOD LLC,300 KINGWOOD MEDICAL DRIVE,KINGWOOD,TX,77339,"300 Kingwood Medical Dr, Kingwood, TX 77339",30.048221,-95.258746,MONTGOMERY,2813124000,10
MEMORIAL HERMANN SUGAR LAND HOSPITAL,17500 WEST GRAND PARKWAY SOUTH,SUGAR LAND,TX,77479,"17500 W Grand Pkwy S, Sugar Land, TX 77479",29.564723,-95.690119,FORT BEND,2817255202,104
MEMORIAL HERMANN SURGICAL HOSPITAL FIRST COLONY,16906 SOUTH WEST FREEWAY,SUGAR LAND,TX,77479,"16906 Southwest Fwy, Sugar Land, TX 77479",29.589963,-95.636224,FORT BEND,2812431000,6
MEMORIAL HERMANN THE WOODLANDS MEDICAL CENTER,9250 PINECROFT,THE WOODLANDS,TX,77380,"9250 Pinecroft Dr, Shenandoah, TX 77380",30.174078,-95.454003,MONTGOMERY,7138972301,222
MEMORIAL HOSPITAL,1110 N SARAH DEWITT DRIVE,GONZALES,TX,78629,"1110 N Sarah Dewitt Dr, Gonzales, TX 78629",29.517542,-97.429642,GONZALES,8306727581,26
MEMORIAL HOSPITAL,209 NW 8TH STREET,SEMINOLE,TX,79360,"209 NW 8th St, Seminole, TX 79360",32.721636,-102.654844,GAINES,4327585811,25
MEMORIAL HOSPITAL,224 EAST SECOND STREET,DUMAS,TX,79029,"224 E 2nd St, Dumas, TX 79029",35.864457,-101.971275,MOORE,8069347801,17
MEMORIAL MEDICAL CENTER,815 NORTH VIRGINIA STREET,PORT LAVACA,TX,77979,"815 N Virginia St, Port Lavaca, TX 77979",28.620564,-96.631909,CALHOUN,3615526713,16
MESQUITE SPECIALTY HOSPITAL,1024 NORTH GALLOWAY AVENUE,MESQUITE,TX,75149,"1024 N Galloway Ave, Mesquite, TX 75149",32.778683,-96.598233,DALLAS,9722162300,34
METHODIST DALLAS MEDICAL CENTER,1441 NORTH BECKLEY AVENUE,DALLAS,TX,75203,"1441 N Beckley Ave, Dallas, TX 75203",32.76156,-96.825026,DALLAS,2149478181,331
METHODIST CHARLTON MEDICAL CENTER,3500 W WHEATLAND RD,DALLAS,TX,75237,"3500 W Wheatland Rd, Dallas, TX 75237",32.64507,-96.876347,DALLAS,2149477777,197
METHODIST HOSPITAL,7700 FLOYD CURL DRIVE,SAN ANTONIO,TX,78229,"7700 Floyd Curl Dr, San Antonio, TX 78229",29.507191,-98.572298,BEXAR,2105754000,572
METHODIST HOSPITAL | ATASCOSA,1905 HIGHWAY 97 EAST,JOURDANTON,TX,78026,"1905 E State Highway 97, Jourdanton, TX 78026",28.932145,-98.525348,ATASCOSA,8307693515,61
METHODIST HOSPITAL | STONE OAK,1139 EAST SONTERRA BLVD,SAN ANTONIO,TX,78258,"1139 E Sonterra Blvd, San Antonio, TX 78258",29.615388,-98.476211,BEXAR,2106382000,145
METHODIST HOSPITAL FOR SURGERY,17101 DALLAS PARKWAY,ADDISON,TX,75001,"17101 Dallas Pkwy, Addison, TX 75001",32.985218,-96.829438,DALLAS,4692483900,28
METHODIST HOSPITAL HILL COUNTRY,1020 STATE HIGHWAY 16 SOUTH,FREDERICKSBURG,TX,78624,"1020 State Hwy 16, Fredericksburg, TX 78624",30.282365,-98.862719,GILLESPIE,8309905032,66
METHODIST MANSFIELD MEDICAL CENTER,2700 E BROAD ST,MANSFIELD,TX,76063,"2700 E Broad St, Mansfield, TX 76063",32.568385,-97.094466,TARRANT,6822426000,164
METHODIST MCKINNEY HOSPITAL LLC,8000 WEST ELDORADO PARKWAY,MCKINNEY,TX,75070,"8000 Eldorado Pkwy, McKinney, TX 75070",33.176569,-96.722498,COLLIN,9725692700,23
METHODIST MIDLOTHIAN MEDICAL CENTER,1201 EAST US HIGHWAY 287,MIDLOTHIAN,TX,76065,"1201 E US Highway 287, Midlothian, TX 76065",32.469092,-96.981889,ELLIS,4698462000,30
METHODIST RICHARDSON MEDICAL CENTER,2831 E PRES GEORGE BUSH HWY,RICHARDSON,TX,75082,"Richardson, TX 75082",32.979315,-96.69137,COLLIN,4692042000,112
METHODIST RICHARDSON MEDICAL CENTER CAMPUS FOR CONTINUING CARE,401 W CAMPBELL ROAD,RICHARDSON,TX,75080,"401 W Campbell Rd, Richardson, TX 75080",32.974164,-96.726424,DALLAS,4692042000,81
METHODIST SOUTHLAKE MEDICAL CENTER,421 EAST STATE HWY 114,SOUTHLAKE,TX,76092,"371 State St, Southlake, TX 76092",32.945015,-97.131482,TARRANT,8178654501,48
METHODIST SPECIALTY & TRANSPLANT HOSPITAL,8026 FLOYD CURL DRIVE,SAN ANTONIO,TX,78229,"8026 Floyd Curl Dr, San Antonio, TX 78229",29.513915,-98.576438,BEXAR,2105758110,247
"METHODIST TEXSAN HOSPITAL, A METHODIST HOSPITAL FACILITY",6700 IH-10 WEST,SAN ANTONIO,TX,78201,"6700 I-10 W, San Antonio, TX 78201",29.489745,-98.547459,BEXAR,2107368001,60
METROPOLITAN METHODIST HOSPITAL,1310 MCCULLOUGH AVENUE,SAN ANTONIO,TX,78212,"1310 McCullough Ave, San Antonio, TX 78212",29.441133,-98.491008,BEXAR,2107572200,216
MID COAST MEDICAL CENTER - CENTRAL,200 W OLLIE ST,LLANO,TX,78643,"200 W Ollie St, Llano, TX 78643",30.742783,-98.677875,LLANO,2452422824,25
MID-JEFFERSON EXTENDED CARE HOSPITAL,2600 HIGHWAY 365,NEDERLAND,TX,77627,"2600 Highway 365, Nederland, TX 77627",29.955535,-93.986453,JEFFERSON,4097268700,41
MID-JEFFERSON EXTENDED CARE HOSPITAL OF BEAUMONT,860 SOUTH EIGHTH STREET,BEAUMONT,TX,77701,"860 8th St S, Beaumont, TX 77701",30.069558,-94.125215,JEFFERSON,4097268700,20
MIDLAND MEMORIAL HOSPITAL,400 ROSALIND REDFERN GROVER PKWY,MIDLAND,TX,79701,"400 Rosalind Redfern Grover Pkwy, Midland, TX 79701",31.997566,-102.100201,MIDLAND,4322211111,385
MISSION REGIONAL MEDICAL CENTER,900 SOUTH BRYAN ROAD,MISSION,TX,78572,"900 S Bryan Rd, Mission, TX 78572",26.196411,-98.313817,HIDALGO,9563239103,191
MISSION TRAIL BAPTIST HOSPITAL,3333 RESEARCH PLAZA,SAN ANTONIO,TX,78235,"3333 Research Plz, San Antonio, TX 78235",29.344319,-98.43804,BEXAR,2102973600,66
MITCHELL COUNTY HOSPITAL,997 WEST I-20,COLORADO CITY,TX,79512,"997 W Interstate Highway 20 I 20, Colorado City, TX 79512",32.406501,-100.87594,MITCHELL,3257283431,25
MUENSTER MEMORIAL HOSPITAL,605 NORTH MAPLE STREET,MUENSTER,TX,76252,"605 N Maple St, Muenster, TX 76252",33.654776,-97.379837,COOKE,9407592271,18
MULESHOE AREA MEDICAL CENTER,708 SOUTH FIRST STREET,MULESHOE,TX,79347,"708 S 1st St, Muleshoe, TX 79347",34.220943,-102.728788,BAILEY,8062724524,25
NACOGDOCHES MEDICAL CENTER,4920 N E STALLINGS DRIVE,NACOGDOCHES,TX,75965,"4920 NE Stallings Dr, Nacogdoches, TX 75965",31.653211,-94.653926,NACOGDOCHES,9365699481,130
NACOGDOCHES MEMORIAL HOSPITAL,1204 NORTH MOUND STREET,NACOGDOCHES,TX,75961,"1204 N Mound St, Nacogdoches, TX 75961",31.612936,-94.648719,NACOGDOCHES,9365644611,128
NAVARRO REGIONAL HOSPITAL,3201 WEST HIGHWAY 22,CORSICANA,TX,75110,"3201 W State Highway 22, Corsicana, TX 75110",32.083865,-96.503734,NAVARRO,9036546805,147
NEW BRAUNFELS ER & HOSPITAL,3221 COMMERCIAL CIRCLE,NEW BRAUNFELS,TX,78132,"3221 Commercial Cir, New Braunfels, TX 78132",29.674496,-98.156196,COMAL,7136600557,4
NEXUS CHILDRENS HOSPITAL - THE WOODLANDS,9182 SIX PINES DRIVE,SPRING,TX,77380,"9182 6 Pines Dr, Spring, TX 77380",30.172433,-95.460726,MONTGOMERY,7134823325,21
NEXUS SPECIALTY HOSPITAL -THE WOODLANDS LTD-SHENANDOAH CAMPUS,123 VISION PARK BLVD,SHENANDOAH,TX,77384,"123 Vision Park Blvd, Shenandoah, TX 77384",30.188751,-95.459976,MONTGOMERY,2813640317,21
NOCONA GENERAL HOSPITAL,100 PARK ROAD,NOCONA,TX,76255,"100 Park Rd, Nocona, TX 76255",33.777263,-97.732666,MONTAGUE,9408253235,22
NORTH AUSTIN MEDICAL CENTER,12221 MOPAC EXPRESSWAY NORTH,AUSTIN,TX,78758,"N Mo-Pac Expy, Austin, TX 78759",30.376097,-97.738627,TRAVIS,5129012529,213
NORTH CENTRAL BAPTIST HOSPITAL,520 MADISON OAK,SAN ANTONIO,TX,78258,"520 Madison Oak Dr, San Antonio, TX 78258",29.620513,-98.491862,BEXAR,2102974600,178
NORTH CENTRAL SURGICAL CENTER LLP,9301 NORTH CENTRAL EXPRESSWAY #100,DALLAS,TX,75231,"9301 N Central Expy, Ste 100, Dallas, TX 75231",32.875672,-96.771293,DALLAS,2142652810,23
NORTH RUNNELS HOSPITAL,7821 STATE HIGHWAY 153,WINTERS,TX,79567,"7821 State Highway 153, Winters, TX 79567",31.949237,-99.959275,RUNNELS,3257544553,25
NORTH TEXAS MEDICAL CENTER,1900 HOSPITAL BOULEVARD,GAINESVILLE,TX,76240,"1900 Hospital Blvd, Gainesville, TX 76240",33.641354,-97.162089,COOKE,9406651751,42
NORTHEAST BAPTIST HOSPITAL,8811 VILLAGE DRIVE,SAN ANTONIO,TX,78217,"8811 Village Dr, San Antonio, TX 78217",29.520442,-98.428742,BEXAR,2102972600,280
NORTHEAST METHODIST HOSPITAL,12412 JUDSON ROAD,SAN ANTONIO,TX,78233,"12412 Judson Rd, Live Oak, TX 78233",29.552277,-98.347883,BEXAR,2107577000,156
NORTHWEST HILLS SURGICAL HOSPITAL,6818 AUSTIN CENTER BOULEVARD,AUSTIN,TX,78731,"6818 Austin Center Blvd, Austin, TX 78731",30.350594,-97.751781,TRAVIS,5123461994,8
NORTHWEST TEXAS HOSPITAL,1501 SOUTH COULTER STREET,AMARILLO,TX,79106,"1501 S Coulter St, Amarillo, TX 79106",35.199823,-101.920803,POTTER,8063541000,141
NORTHWEST TEXAS SURGERY CENTER,3501 SONCY ROAD SUITE 118,AMARILLO,TX,79119,"3501 Soncy Rd, Ste 118, Amarillo, TX 79119",35.175354,-101.937984,RANDALL,8063597999,4
OAKBEND MEDICAL CENTER,1705 JACKSON STREET,RICHMOND,TX,77469,"1705 Jackson St, Richmond, TX 77469",29.577706,-95.770969,FORT BEND,2813413000,90
OAKBEND MEDICAL CENTER,22003 SOUTHWEST FREEWAY,RICHMOND,TX,77469,"22003 Southwest Fwy, Richmond, TX 77469",29.55578,-95.713908,FORT BEND,2813412000,16
OAKBEND MEDICAL CENTER - WHARTON HOSPITAL CAMPUS,10141 HWY 59 ROAD,WHARTON,TX,77488,"10141 US Hwy 59, Wharton, TX 77488",29.329637,-96.120308,WHARTON,2813414812,33
OCHILTREE GENERAL HOSPITAL,3101 GARRETT DRIVE,PERRYTON,TX,79070,"3101 Garrett Dr, Perryton, TX 79070",36.370026,-100.798743,OCHILTREE,8064353606,20
ODESSA REGIONAL MEDICAL CENTER,520 EAST SIXTH STREET,ODESSA,TX,79761,"520 E 6th St, Odessa, TX 79761",31.851086,-102.365556,ECTOR,4325828000,79
OMNIPOINT HEALTH HOSPITAL,200 HOSPITAL DRIVE,ANAHUAC,TX,77514,"200 Hospital Dr, Anahuac, TX 77514",29.75315,-94.686947,CHAMBERS,4092673143,13
OTTO KAISER MEMORIAL HOSPITAL,3349 S HIGHWAY 181,KENEDY,TX,78119,"3349 S US Highway 181, Kenedy, TX 78119",28.849428,-97.879182,KARNES,8305833401,25
PALACIOS COMMUNITY MEDICAL CENTER,311 GREEN AVENUE,PALACIOS,TX,77465,"311 Green Ave, Palacios, TX 77465",28.717294,-96.212796,MATAGORDA,3619722511,17
PALESTINE REGIONAL MEDICAL CENTER,2900 SOUTH LOOP 256,PALESTINE,TX,75801,"2900 S Loop 256, Palestine, TX 75801",31.732762,-95.627274,ANDERSON,9037311184,66
PALO PINTO GENERAL HOSPITAL,400 SOUTHWEST 25TH AVENUE,MINERAL WELLS,TX,76067,"400 SW 25th Ave, Mineral Wells, TX 76067",32.799185,-98.145012,PALO PINTO,9403257891,66
PAM HEALTH REHABILITATION HOSPITAL OF EL PASO,1600 E CLIFF DRIVE,EL PASO,TX,79902,"1600 E Cliff Dr, El Paso, TX 79902",31.776759,-106.479661,EL PASO,9159758630,12
PAM SPECIALTY HOSPITAL OF CORPUS CHRISTI BAYFRONT,345 S WATER ST 3RD FLOOR,CORPUS CHRISTI,TX,78401,"345 S Water St, Fl 3, Corpus Christi, TX 78401",27.789854,-97.394953,NUECES,3615000600,19
PAM SPECIALTY HOSPITAL OF CORPUS CHRISTI NORTH,600 ELIZABETH STREET 3RD FLOOR,CORPUS CHRISTI,TX,78404,"608 Elizabeth Ave, Fl 3, Kingsville, TX 78363",27.500942,-97.861277,NUECES,3618813223,22
PAM SPECIALTY HOSPITAL OF LULING,200 MEMORIAL DRIVE,LULING,TX,78648,"200 Memorial Dr, Luling, TX 78648",29.674108,-97.654837,CALDWELL,8308758400,17
PAM SPECIALTY HOSPITAL OF NEW BRAUNFELS,1445 HANZ DRIVE,NEW BRAUNFELS,TX,78130,"1445 Hanz Dr, New Braunfels, TX 78130",29.729351,-98.102849,COMAL,8306277600,16
PAM SPECIALTY HOSPITAL OF SAN ANTONIO,5418 N LOOP 1604 WEST,SAN ANTONIO,TX,78249,"5418 N Loop 1604 W, San Antonio, TX 78249",29.59022,-98.591613,BEXAR,2106004600,26
PAM SPECIALTY HOSPITAL OF SAN ANTONIO MEDICAL CENTER,8902 FLOYD CURL DRIVE,SAN ANTONIO,TX,78240,"8902 Floyd Curl Dr, San Antonio, TX 78240",29.526561,-98.590482,BEXAR,7177319660,52
PAM SPECIALTY HOSPITAL OF TEXARKANA NORTH,2400 ST MICHAEL DRIVE 2ND FLOOR,TEXARKANA,TX,75503,"2400 St Michael Dr, Fl 2, Texarkana, TX 75503",33.465181,-94.071035,BOWIE,9036147600,30
PAM SPECIALTY HOSPITAL OF VICTORIA NORTH,102 MEDICAL DRIVE,VICTORIA,TX,77904,"102 Medical Dr, Victoria, TX 77904",28.854969,-97.021953,VICTORIA,3615766200,11
PAM SPECIALTY HOSPITAL OF VICTORIA SOUTH,506 EAST SAN ANTONIO STREET 3RD FLOOR,VICTORIA,TX,77901,"506 E San Antonio St, Fl 3, Victoria, TX 77901",28.808086,-96.998618,VICTORIA,3614857300,23
PAM SPECIALTY HOSPITAL OF VICTORIA SOUTHEAST,2701 HOSPITAL DR 6TH FLOOR,VICTORIA,TX,77901,"2701 Hospital Dr, Fl 6, Victoria, TX 77901",28.81309,-96.977678,VICTORIA,3612371957,20
PAMPA REGIONAL MEDICAL CENTER,ONE MEDICAL PLAZA,PAMPA,TX,79065,"1 Medical Plz, Pampa, TX 79065",35.572395,-100.964068,GRAY,8066653721,19
PARIS REGIONAL MEDICAL CENTER NORTH CAMPUS,865 DESHONG DRIVE,PARIS,TX,75460,"865 Deshong Dr, Paris, TX 75460",33.688124,-95.547096,LAMAR,9037371111,101
PARKLAND MEMORIAL HOSPITAL,5200 - 5201 HARRY HINES BOULEVARD,DALLAS,TX,75235,"5201 Harry Hines Blvd, Dallas, TX 75235",32.811035,-96.837839,DALLAS,2145900356,459
PARKVIEW HOSPITAL,901 SWEETWATER STREET,WHEELER,TX,79096,"901 S Sweetwater St, Wheeler, TX 79096",35.439395,-100.270448,WHEELER,8068265581,16
PARKVIEW REGIONAL HOSPITAL,600 SOUTH BONHAM,MEXIA,TX,76667,"600 S Bonham St, Mexia, TX 76667",31.675021,-96.480021,LIMESTONE,2545625332,43
PARMER MEDICAL CENTER,1307 CLEVELAND STREET,FRIONA,TX,79035,"1307 Cleveland Ave, Friona, TX 79035",34.643983,-102.72175,PARMER,8062502754,25
PATIENTS EMERGENCY ROOM AND HOSPITAL,10133 INTERSTATE 10 EAST,BAYTOWN,TX,77521,"10133 I-10, Baytown, TX 77521",29.822362,-94.902171,CHAMBERS,2815760555,5
PECOS COUNTY MEMORIAL HOSPITAL,387 WEST I H 10,FORT STOCKTON,TX,79735,"417 E I-10 H 10, Fort Stockton, TX 79735",30.907185,-102.871115,PECOS,4323364201,22
PERMIAN REGIONAL MEDICAL CENTER,720 HOSPITAL DRIVE,ANDREWS,TX,79714,"720 Hospital Dr, Andrews, TX 79714",32.337516,-102.546351,ANDREWS,4324642103,28
PETERSON REGIONAL MEDICAL CENTER,551 HILL COUNTRY DRIVE,KERRVILLE,TX,78028,"551 Hill Country Dr S, Kerrville, TX 78028",30.043795,-99.152235,KERR,8308964200,72
PHYSICIANS SURGICAL HOSPITALS LLC,6819 PLUM CREEK DRIVE,AMARILLO,TX,79124,"6819 Plum Creek Dr, Amarillo, TX 79124",35.210562,-101.91272,POTTER,8063546100,19
PHYSICIANS SURGICAL HOSPITALS LLC,7100 WEST 9TH AVENUE,AMARILLO,TX,79106,"7100 SW 9th Ave, Amarillo, TX 79106",35.206669,-101.918619,POTTER,8062120247,21
PLAINS MEMORIAL HOSPITAL,310 WEST HALSELL,DIMMITT,TX,79027,"310 W Halsell St, Dimmitt, TX 79027",34.556058,-102.316005,CASTRO,8066472191,17
RANKIN COUNTY HOSPITAL DISTRICT,1611 SPUR 576 (BROADWAY STREET),RANKIN,TX,79778,"1611 576th Spur, Rankin, TX 79778",31.232837,-101.934372,UPTON,4326931200,15
REAGAN MEMORIAL HOSPITAL,1300 N MAIN AVE,BIG LAKE,TX,76932,"1300 N Main Ave, Big Lake, TX 76932",31.203528,-101.461544,REAGAN,3258842561,7
REEVES REGIONAL HEALTH,2349 MEDICAL DRIVE,PECOS,TX,79772,"Pecos, TX 79772",31.446678,-103.57906,REEVES,4324473551,19
REFUGIO COUNTY MEMORIAL HOSPITAL DISTRICT,107 SWIFT STREET,REFUGIO,TX,78377,"107 Swift St, Refugio, TX 78377",28.306293,-97.27953,REFUGIO,3615262321,20
REHABILITATION HOSPITAL AT RENAISSANCE,5403 DOCTORS DRIVE,EDINBURG,TX,78539,"5403 Doctors Dr, Edinburg, TX 78539",26.255222,-98.206321,HIDALGO,9563623550,8
RESOLUTE BAPTIST HOSPITAL,555 CREEKSIDE CROSSING,NEW BRAUNFELS,TX,78130,"555 Creekside Xing, New Braunfels, TX 78130",29.721947,-98.070208,COMAL,8305006602,78
RICE MEDICAL CENTER,600 SOUTH AUSTIN ROAD,EAGLE LAKE,TX,77434,"600 S Austin Rd, Eagle Lake, TX 77434",29.587677,-96.345532,COLORADO,9792345571,22
RIO GRANDE REGIONAL HOSPITAL,101 E RIDGE ROAD,MCALLEN,TX,78503,"101 E Ridge Rd, McAllen, TX 78503",26.186287,-98.222486,HIDALGO,9566326000,167
RIVER OAKS HOSPITALS & CLINICS,4200 TWELVE OAKS DRIVE,HOUSTON,TX,77027,"Twelve Oaks Dr, Houston, TX 77024",29.780571,-95.496946,HARRIS,7133303887,50
ROLLING PLAINS MEMORIAL HOSPITAL,200 EAST ARIZONA,SWEETWATER,TX,79556,"200 E Arizona Ave, Sweetwater, TX 79556",32.453553,-100.397509,NOLAN,3252351701,71
ROUND ROCK MEDICAL CENTER,2400 ROUND ROCK AVENUE,ROUND ROCK,TX,78681,"2400 Round Rock Ave, Round Rock, TX 78681",30.510718,-97.713493,WILLIAMSON,5123411000,90
SABINE COUNTY HOSPITAL,2301 WORTH ST,HEMPHILL,TX,75948,"2301 Worth St, Hemphill, TX 75948",31.333919,-93.863163,SABINE,4097873300,25
"SCENIC MOUNTAIN MEDICAL CENTER, A STEWARD FAMILY HOSPITAL",1601 WEST ELEVENTH PLACE,BIG SPRING,TX,79720,"Big Spring, TX 79720",32.278703,-101.457761,HOWARD,4322684903,118
SCHLEICHER COUNTY MEDICAL CENTER,102 NORTH HIGHWAY 277,ELDORADO,TX,76936,"102 N US Highway 277, Eldorado, TX 76936",30.870666,-100.592469,SCHLEICHER,3258532507,8
SE TEXAS ER AND HOSPITAL,19211 MCKAY BLVD,HUMBLE,TX,77338,"19211 McKay Blvd, Humble, TX 77338",29.998641,-95.276242,HARRIS,2818835500,35
SELECT SPECIALTY HOSPITAL - DALLAS (DOWNTOWN),3500 GASTON AVENUE 3RD AND 4TH FLOORS,DALLAS,TX,75246,"3500 Gaston Ave, Dallas, TX 75246",32.790908,-96.779474,DALLAS,9722270093,20
SELECT SPECIALTY HOSPITAL - DALLAS PLANO,1100 ALLIED DR 4TH FLOOR,PLANO,TX,75093,"1100 Allied Dr, Fl 4, Plano, TX 75093",33.015728,-96.790313,COLLIN,4698921400,30
"SELECT SPECIALTY HOSPITAL-LONGVIEW, INC.",700 EAST MARSHALL AVENUE 1ST AND GROUND FLOORS,LONGVIEW,TX,75601,"700 E Marshall Ave, Longview, TX 75601",32.500863,-94.730171,GREGG,9033151105,32
SETON MEDICAL CENTER HARKER HEIGHTS,850 WEST CENTRAL TEXAS EXPRESSWAY,HARKER HEIGHTS,TX,76548,"850 W Central Texas Expy, Harker Heights, TX 76548",31.072602,-97.682833,BELL,2546900900,55
SEYMOUR HOSPITAL,200 STADIUM DRIVE,SEYMOUR,TX,76380,"200 Stadium Dr, Seymour, TX 76380",33.592128,-99.247398,BAYLOR,9408895572,21
SHAMROCK GENERAL HOSPITAL,1000 S MAIN ST,SHAMROCK,TX,79079,"1000 S Main St, Shamrock, TX 79079",35.199114,-100.24803,WHEELER,8062562114,25
SHANNON MEDICAL CENTER,120 E HARRIS AVE,SAN ANGELO,TX,76903,"120 E Harris Ave, San Angelo, TX 76903",31.465082,-100.434641,TOM GREEN,3256536741,261
